path,n_days,CR,AR,IR,MDD,mean,std,region,region_source,instruments,market,conf_path
/home/dgu/fin/AlphaAgent/results/2026-02-03_05-42-25-690526/backtest/9f91a321d78a4c6bab3ef0f5e1405908/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028075,0.0093169081824635,0.1667789329699473,-0.145055833371705,4.665788272085374e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_05-42-25-690526/backtest/f1a7c6d1d0fb4133b790daad9df863a4/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028068,0.0093169081824635,0.1667789329699472,-0.1450558333717052,4.665788272085381e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_16-23-44-055585/backtest/143af9ab92e846fca513fe57bcd3acd6/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028052,0.0093169081824631,0.1667789329699472,-0.1450558333717051,4.6657882720853705e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_05-42-25-690526/backtest/89c473a89f784e868bb47000f3ff6401/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028101,0.0093169081824642,0.1667789329699472,-0.1450558333717047,4.665788272085377e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_08-22-51-163476/backtest/fdd583b2a4a74be39cdcbd533479e216/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028095,0.009316908182464,0.1667789329699472,-0.1450558333717047,4.665788272085359e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_06-34-23-012819/backtest/68addebd01cc4041acea540d19a88a38/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028092,0.009316908182464,0.1667789329699468,-0.1450558333717052,4.6657882720853664e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_07-40-13-628230/backtest/86c1c395e2404d4ea916c957e9432a30/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028061,0.0093169081824633,0.1667789329699467,-0.1450558333717055,4.66578827208536e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_05-42-25-690526/backtest/96308c7fbe0c483b993415951a699e98/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028097,0.009316908182464,0.1667789329699466,-0.1450558333717041,4.665788272085352e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_14-03-29-794226/backtest/a7e89e7cb8bb48b8afcde66f2e58f4c2/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028077,0.0093169081824637,0.1667789329699465,-0.1450558333717039,4.665788272085341e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_14-54-35-886669/backtest/16030681cdb54a41a5bb5fd363bee128/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028117,0.0093169081824644,0.1667789329699461,-0.1450558333717042,4.665788272085356e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_14-03-29-794226/backtest/62670e7cae194661b217a7e340d64985/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028099,0.0093169081824642,0.1667789329699461,-0.1450558333717047,4.665788272085351e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_07-40-13-628230/backtest/65c6bad396a147d18b3ace89430ec0f9/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028079,0.0093169081824637,0.166778932969946,-0.1450558333717057,4.665788272085337e-05,0.004441034086809,,,,,
